"pathway","gene"
"WP_HEREDITARY_LEIOMYOMATOSIS_AND_RENAL_CELL_CARCINOMA_PATHWAY","VEGFA"
"WP_LNCRNALIKE_NMRK2_IN_TRANSLOCATION_RENAL_CELL_CARCINOMA","CS"
"WP_LNCRNALIKE_NMRK2_IN_TRANSLOCATION_RENAL_CELL_CARCINOMA","FH"
"WP_LNCRNALIKE_NMRK2_IN_TRANSLOCATION_RENAL_CELL_CARCINOMA","HSPE1"
"WP_LNCRNALIKE_NMRK2_IN_TRANSLOCATION_RENAL_CELL_CARCINOMA","MALAT1"
"WP_LNCRNALIKE_NMRK2_IN_TRANSLOCATION_RENAL_CELL_CARCINOMA","MDH2"
"WP_LNCRNALIKE_NMRK2_IN_TRANSLOCATION_RENAL_CELL_CARCINOMA","NMRK2"
"WP_LNCRNALIKE_NMRK2_IN_TRANSLOCATION_RENAL_CELL_CARCINOMA","NONO"
"WP_LNCRNALIKE_NMRK2_IN_TRANSLOCATION_RENAL_CELL_CARCINOMA","SLC19A2"
"WP_LNCRNALIKE_NMRK2_IN_TRANSLOCATION_RENAL_CELL_CARCINOMA","TFE3"
"HP_RENAL_CELL_CARCINOMA","AAGAB"
"HP_RENAL_CELL_CARCINOMA","AKT1"
"HP_RENAL_CELL_CARCINOMA","APC"
"HP_RENAL_CELL_CARCINOMA","ARMC5"
"HP_RENAL_CELL_CARCINOMA","AURKA"
"HP_RENAL_CELL_CARCINOMA","AXIN2"
"HP_RENAL_CELL_CARCINOMA","BAP1"
"HP_RENAL_CELL_CARCINOMA","BAX"
"HP_RENAL_CELL_CARCINOMA","BRAF"
"HP_RENAL_CELL_CARCINOMA","BUB1"
"HP_RENAL_CELL_CARCINOMA","BUB1B"
"HP_RENAL_CELL_CARCINOMA","CCND1"
"HP_RENAL_CELL_CARCINOMA","CDC73"
"HP_RENAL_CELL_CARCINOMA","COL14A1"
"HP_RENAL_CELL_CARCINOMA","CTNNB1"
"HP_RENAL_CELL_CARCINOMA","DCC"
"HP_RENAL_CELL_CARCINOMA","DICER1"
"HP_RENAL_CELL_CARCINOMA","DLC1"
"HP_RENAL_CELL_CARCINOMA","DLST"
"HP_RENAL_CELL_CARCINOMA","EP300"
"HP_RENAL_CELL_CARCINOMA","FGFR3"
"HP_RENAL_CELL_CARCINOMA","FH"
"HP_RENAL_CELL_CARCINOMA","FLCN"
"HP_RENAL_CELL_CARCINOMA","FOXE1"
"HP_RENAL_CELL_CARCINOMA","GNAS"
"HP_RENAL_CELL_CARCINOMA","HABP2"
"HP_RENAL_CELL_CARCINOMA","HNF1A"
"HP_RENAL_CELL_CARCINOMA","HNF1B"
"HP_RENAL_CELL_CARCINOMA","IFNG"
"HP_RENAL_CELL_CARCINOMA","KDM1A"
"HP_RENAL_CELL_CARCINOMA","KEAP1"
"HP_RENAL_CELL_CARCINOMA","KIF1B"
"HP_RENAL_CELL_CARCINOMA","KLLN"
"HP_RENAL_CELL_CARCINOMA","LMNA"
"HP_RENAL_CELL_CARCINOMA","MAX"
"HP_RENAL_CELL_CARCINOMA","MCC"
"HP_RENAL_CELL_CARCINOMA","MDH2"
"HP_RENAL_CELL_CARCINOMA","MET"
"HP_RENAL_CELL_CARCINOMA","MINPP1"
"HP_RENAL_CELL_CARCINOMA","MLH3"
"HP_RENAL_CELL_CARCINOMA","NF1"
"HP_RENAL_CELL_CARCINOMA","NOD2"
"HP_RENAL_CELL_CARCINOMA","NRAS"
"HP_RENAL_CELL_CARCINOMA","OGG1"
"HP_RENAL_CELL_CARCINOMA","PBRM1"
"HP_RENAL_CELL_CARCINOMA","PDGFRL"
"HP_RENAL_CELL_CARCINOMA","PIK3CA"
"HP_RENAL_CELL_CARCINOMA","PLA2G2A"
"HP_RENAL_CELL_CARCINOMA","PRCC"
"HP_RENAL_CELL_CARCINOMA","PRDM10"
"HP_RENAL_CELL_CARCINOMA","PTEN"
"HP_RENAL_CELL_CARCINOMA","PTPN12"
"HP_RENAL_CELL_CARCINOMA","PTPRJ"
"HP_RENAL_CELL_CARCINOMA","RAD54B"
"HP_RENAL_CELL_CARCINOMA","RET"
"HP_RENAL_CELL_CARCINOMA","RNF139"
"HP_RENAL_CELL_CARCINOMA","SDHA"
"HP_RENAL_CELL_CARCINOMA","SDHAF2"
"HP_RENAL_CELL_CARCINOMA","SDHB"
"HP_RENAL_CELL_CARCINOMA","SDHC"
"HP_RENAL_CELL_CARCINOMA","SDHD"
"HP_RENAL_CELL_CARCINOMA","SEC23B"
"HP_RENAL_CELL_CARCINOMA","SLC25A11"
"HP_RENAL_CELL_CARCINOMA","SRC"
"HP_RENAL_CELL_CARCINOMA","STK11"
"HP_RENAL_CELL_CARCINOMA","TFE3"
"HP_RENAL_CELL_CARCINOMA","TLR2"
"HP_RENAL_CELL_CARCINOMA","TMEM127"
"HP_RENAL_CELL_CARCINOMA","TP53"
"HP_RENAL_CELL_CARCINOMA","TSC1"
"HP_RENAL_CELL_CARCINOMA","TSC2"
"HP_RENAL_CELL_CARCINOMA","USF3"
"HP_RENAL_CELL_CARCINOMA","VHL"
