"pathway","gene"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","EIF4EBP1"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","ERCC6L"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","ESPL1"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","EZH2"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","FANCI"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","FBXO5"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","FEN1"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","FOXM1"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","GGH"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","GINS1"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","GINS4"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","GMNN"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","GTSE1"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","H2AX"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","H2AZ1"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","HELLS"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","HJURP"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","HMGA1"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","HMGB2"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","HMMR"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","IFT25"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","JPT1"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","KIF11"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","KIF14"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","KIF15"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","KIF18B"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","KIF20A"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","KIF20B"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","KIF23"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","KIF2C"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","KIF4A"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","KIFC1"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","KPNA2"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","LMNB1"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","LRP8"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","LSM4"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","MAD2L1"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","MAPK13"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","MCM10"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","MCM2"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","MCM4"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","MCUB"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","MELK"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","MKI67"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","MRPS15"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","MYBL2"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","NCAPG"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","NCAPH"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","NDC80"
"ROSTY_CERVICAL_CANCER_PROLIFERATION_CLUSTER","NEK2"
